image,EC_id,FFE_gsv_m,EC_FFE_m,error_m
2531_37.002041_-76.372831_0_329.83.jpg,2531,4.113689999920675,3.6816792000000005,0.4320107999206746
2577_37.073574_-76.328905_0_73.94.jpg,2577,3.320429018333334,3.3467040000000003,0.02627498166666653
3055_37.058795_-76.300362_0_266.06.jpg,3055,3.1944400871392302,3.1089599999999997,0.0854800871392305
3487_36.74242_-76.315041_0_294.09.jpg,3487,3.0789158816512407,3.2464248,0.16750891834875947
3674_36.752716_-76.279473_0_308.82.jpg,3674,3.178597978178927,2.9477208,0.23087717817892717
835_37.106933_-76.403887_0_318.29.jpg,835,3.6392782070000003,3.6274248,0.01185340700000026
3330_36.739745_-76.310566_0_190.99.jpg,3330,3.345483539191057,3.4597848000000004,0.11430126080894354
2655_37.064503_-76.308262_0_257.53.jpg,2655,2.9175188566222987,2.746248,0.17127085662229868
2752_37.062412_-76.34664_0_126.86.jpg,2752,3.2074585563530063,3.0894528,0.11800575635300614
305_36.742464_-75.942965_0_71.50.jpg,305,4.2673745934302065,4.407408,0.14003340656979368
2730_37.004742_-76.354372_0_160.78.jpg,2730,2.7059995577994265,2.68224,0.02375955779942629
2262_36.894532_-76.277419_0_347.55.jpg,2262,2.5664002914969557,2.8376880000000004,0.27128770850304473
2869_37.056929_-76.352015_0_309.49.jpg,2869,2.866407740595518,2.8983432000000002,0.03193545940448228
2669_37.059203_-76.369028_0_132.78.jpg,2669,2.467612746424927,2.5112472000000006,0.04363445357507345
3295_36.745922_-76.305102_0_245.79.jpg,3295,0.595453300512687,2.9690568,2.373603499487313
837_37.1058508_-76.4035489_0_67.00.jpg,837,4.277246820811984,4.2675048,0.009742020811983387
2989_37.092737_-76.304458_0_221.70.jpg,2989,4.852858830728927,4.6667928000000005,0.18606603072892636
3638_36.744772_-76.285651_0_337.44.jpg,3638,2.912550869623521,3.0970728,0.18452193037647868
2084_36.933824_-76.208176_0_212.31.jpg,2084,3.124583438695792,3.150460044,0.025876605304207878
337_36.73062_-75.942505_0_102.47.jpg,337,1.4899397276666686,2.77368,1.2837402723333315
44_36.833188_-76.358616_0_148.19.jpg,44,3.3910465410000006,2.9870400000000004,0.4040065410000002
2949_37.05401_-76.303801_0_75.16.jpg,2949,3.279113489153928,3.3528000000000002,0.07368651084607203
3024_37.075822_-76.290282_0_348.47.jpg,3024,3.077151973665722,3.0166056,0.06054637366572191
2379_36.843697_-76.228824_0_294.26.jpg,2379,3.5868803771895097,3.584448,0.002432377189509616
817_37.1054758_-76.4055038_0_184.00.jpg,817,3.9898232051666396,4.0571928,0.06736959483336058
2896_37.063212_-76.289367_0_331.76.jpg,2896,2.593607480443184,2.901696,0.30808851955681593
2705_37.040284_-76.350962_0_223.66.jpg,2705,3.3248243378632467,3.3281112000000004,0.0032868621367536655
2616_37.054937_-76.35185_0_260.86.jpg,2616,2.5167170647803285,2.4899112000000003,0.026805864780328204
2331_36.834368_-76.283387_0_321.05.jpg,2331,3.0620280403235394,3.3131476536,0.2511196132764608
3372_36.739591_-76.31413_0_192.47.jpg,3372,3.4863743283533055,3.6201096000000006,0.13373527164669508
2834_37.052576_-76.290852_0_154.02.jpg,2834,3.5566497753333337,3.1089599999999997,0.447689775333334
3468_36.719638_-76.275436_0_304.43.jpg,3468,3.3550510610377735,3.2290512,0.12599986103777372
2352_36.883244_-76.267892_0_287.21.jpg,2352,3.474979069999999,3.3231481416000004,0.15183092839999857
297_36.729092_-75.937763_0_56.91.jpg,297,5.195831387091729,5.059680000000001,0.13615138709172836
2160_36.899596_-76.305622_0_235.44.jpg,2160,3.258872510607807,3.5052000000000003,0.2463274893921934
824_37.108929_-76.411662_0_213.37.jpg,824,3.4738973493383116,3.7886640000000003,0.31476665066168863
2772_37.022499_-76.399856_0_292.75.jpg,2772,2.7101674580000004,2.6218896000000003,0.0882778580000001
3135_37.026201_-76.434413_0_277.49.jpg,3135,4.336757149833362,4.8387,0.5019428501666381
3491_36.740075_-76.314816_0_223.19.jpg,3491,3.344864660973599,3.5804856000000003,0.23562093902640147
2044_36.930644_-76.198811_0_298.66.jpg,2044,3.0897895089200813,3.3201479952000006,0.23035848627991928
2622_37.02059_-76.314738_0_44.96.jpg,2622,2.6270016963918557,2.8102560000000003,0.18325430360814465
3252_36.765161_-76.287905_0_47.32.jpg,3252,3.01756195,3.2918400000000005,0.2742780500000004
3472_36.795723_-76.279674_0_348.42.jpg,3472,2.85034142617179,3.01752,0.1671785738282101
3011_37.078007_-76.301513_0_253.44.jpg,3011,2.625424879392428,2.6377392,0.012314320607571982
2388_36.82871_-76.198995_0_117.58.jpg,2388,3.230062309999999,2.8549476048,0.37511470519999923
2360_36.864017_-76.2507_0_93.56.jpg,2360,3.4407729352784457,3.56616,0.12538706472155425
2074_36.932929_-76.207963_0_122.22.jpg,2074,3.2341979961256424,3.4115879952,0.1773899990743577
1891_36.891947_-76.307586_0_15.72.jpg,1891,3.0258815324379453,3.2205161904,0.1946346579620548
2708_37.034303_-76.342341_0_150.78.jpg,2708,2.8035385779508672,2.65176,0.15177857795086735
838_37.106301_-76.403926_0_78.78.jpg,838,0.2509053646591015,3.9322248,3.6813194353408987
3673_36.7135494_-76.269889_0_287.00.jpg,3673,2.5775827713950457,3.3348168000000005,0.7572340286049548
1011_37.21195_-76.420188_0_267.43.jpg,1011,2.9241552147097267,2.9327856000000003,0.008630385290273601
3545_36.743918_-76.312104_0_24.93.jpg,3545,3.155874608,3.4911792000000004,0.3353045920000004
1829_36.946065_-76.26526_0_10.94.jpg,1829,2.339792299632651,3.6839078976,1.3441155979673494
2849_37.058674_-76.364227_0_81.12.jpg,2849,3.310656323464075,3.2467296,0.0639267234640748
3107_37.044426_-76.448722_0_88.45.jpg,3107,7.124487075037294,7.0408800000000005,0.08360707503729348
2075_36.933015_-76.207929_0_91.96.jpg,2075,1.8103291884966772,3.4430680440000003,1.632738855503323
3148_37.026249_-76.436883_0_263.24.jpg,3148,5.688941989865121,5.821680000000001,0.1327380101348794
3041_37.030367_-76.440995_0_352.84.jpg,3041,5.267557088639833,5.21208,0.05547708863983303
1922_36.901773_-76.313446_0_309.56.jpg,1922,2.388524866507013,2.894428044,0.505903177492987
3347_36.7135494_-76.269889_0_134.00.jpg,3347,2.7948923630000015,3.3528000000000002,0.5579076369999987
3543_36.742932_-76.310751_0_114.50.jpg,3543,3.555515162152618,3.5826192,0.02710403784738169
3023_37.076269_-76.292474_0_301.43.jpg,3023,2.9112722798464734,2.7535632000000003,0.1577090798464731
1836_36.928878_-76.199373_0_118.99.jpg,1836,3.0231704081279545,2.916936,0.10623440812795426
